"reportante","tipo_de_testiga","tipo_de_victima","edad_victima","sexo_asignado_nacer","identidad_genero","orientacion_sexual","expresion_genero","tipo_de_agresora","tipo_de_agresion","subtipo_de_agresion","descripcion_incidente","dia_incidente","hora_incidente","fecha_reporte_visible","entidad","ciudad","tipo_de_lugar","subtipo_de_lugar","latitud","longitud","reporte_previo","reporte_previo_quien","satisfaccion_reporte_previo","razon_no_reporte_previo","estado_civil","nacionalidad","escolaridad","ocupacion","ingreso","seguridad_social","identidades","id"
"Testiga","Solidaria","Determinada","De 31 a 35 años","Hombre","Mujer trans","No reportada","Muy femenina","Persona no identificada","Asesinato","La víctima fue asesinada","Ivanna fue asesinada por dos hombres en su negocio de ropa, siendo que este mismo negocio en 2021 sufrió un crimen de odio ya que fue incendiado. Ivanna, quien luchó en defensa de los derechos de comunidad LGBT+ estuvo presente el sábado 17 de junio en la Marcha del Orgullo Gay que se realizó en la misma ciudad.",2023-06-20,"19:00:00",2023-06-26 21:17:35,"Guanajuato","Moroleón","Privado","Empresa u oficina privada",20.1264558,-101.1933423,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12345
"Testiga","ONG","Determinada","De 31 a 35 años","No reportado","No reportada","No reportada","Neutra","Persona no identificada","Física","La víctima fue agredida físicamente","El fin de semana le prendieron fuego a una casa en donde vive una persona de la población diversa con ella adentro.",2023-06-17,"23:00:00",2023-06-26 21:17:46,"Nuevo León","Monterrey","Privado","Casa propia o casa familiar",25.6866142,-100.3161126,"No",,,"soy Coordinadora de Visible",,,,,,,,12346
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Servidora pública","Verbal","La víctima fue agredida verbalmente","Estaba con mi pareja de ese entonces sentado, sin hacer nada malo en el piso de un pasillo, había más parejas (hetero) y llegó un prefecto a gritarnos que no estuviéramos haciendo cosas indecentes (con groserías y modos como si fuera ilegal lo que hacíamos)",2017-03-25,"12:00:00",2023-06-26 21:18:12,"Ciudad de México","Iztacalco","Público","Escuela o Universidad pública",19.38422,-99.1002605,"Si","Autoridad gubernamental",4,,,,,,,,,12347
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Caminando por la calle de la mano de un ex novio fuimos violentados verbalmente por nuestra expresión de género, sin besarnos, ni arrumacos, solo caminábamos y sin más nos gritó que éramos una bola de jotos. Llamamos a la policía y nos dijo que si no le bajábamos nos llevarían presos, fue hasta que unos chicos se acercaron a decirle al policía que eso no era Justo cuando nos dejaron ir, sin ningún comentario al agresor.",2020-01-18,"01:00:00",2023-06-26 21:18:46,"Ciudad de México","Cuauhtémoc","Público","Vía pública o parque público",19.442342055001,-99.154379877922,"Si","Autoridad gubernamental",1,,,,,,,,,12348
"Testiga","ONG","Determinada","De 26 a 30 años","No reportado","No reportada","No reportada","Neutra","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Un chico que vive en Playa del Carmen compartió un tweet de una captura de pantalla de un mensaje homofóbico que le envió su primo, el cual decía 'oLA primo güerita cómo está si sabes quién soy niña, ato eres hombre o eres nenita. Que paso primo güero yo pensaba que era Chito montado a caballo y saltes de otro bando del vals'. Además la víctima compartía su sentir en el mismo tweet sobre lo mal que lo hizo sentir el que su primo le mandara este mensaje.",2023-06-24,"22:00:00",2023-06-26 20:21:00,"Quintana Roo","Solidaridad","Redes sociales o medios de comunicación","Redes sociales",20.6295586,-87.0738851,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12409
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Neutra","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Mi novio y yo esperábamos en el cruce tomados de la mano, a que el semáforo cambiara de color y poder cruzar, cuando un auto BMW color azul, se acerco a donde estábamos y se asomo un joven de entre 25 y 30 años, comenzó a gritarnos palabras ofensivas relacionadas a nuestra orientación, diciendo que nos íbamos a morir. Al cambiar el semáforo, esta persona avanzo y se fue. Lo que nos causo miedo de si trataría de buscarnos y atentar contra nuestra persona, por lo que decidimos irnos del lugar.",2023-02-18,"16:00:00",2023-06-30 21:07:13,"Ciudad de México","Miguel Hidalgo","Público","Vía pública o parque público",19.4371882,-99.2123907,"No",,,"No tenia datos suficientes del agresor para que la denuncia procediera.",,,,,,,,12522
"Personal","Personal","Determinada","De 12 a 17 años","Mujer","Hombre trans","Bisexual","Neutra","Compañera de escuela","Verbal","La víctima fue agredida verbalmente","Una niña de mi salón me llamo con muchas groserías al igual que su familia, su abuela y tía estaban concientes de que me dijo perra homosexual entre otras cosas feas ... Solo por q le hicimos un vídeo inofensivo dónde ella era doble cara ya que constantemente se dirigía a mi con groserías se aclara el tema en la escuela el día 2 de mayo el director de la escuela se comportó muy bien aunque no su familia de la compañera su padre acepta que su hija es así ya que el y su familia son homofóbicos pero se forma un acuerdo donde se compromete a no molestar más",2023-04-28,"14:05:00",2023-06-30 21:07:56,"Estado de México","Tecámac","Público","Escuela o Universidad pública",19.6304416,-99.0377932,"Si","Autoridad gubernamental|Pareja, familia o amistades de la víctima",,,,,,,,,,12523
"Testiga","Reporte Amicus","Determinada","De 18 a 25 años","No reportado","Persona no binaria","No reportada","Neutra","Patrona o fuente de ingreso privada","Verbal","La víctima fue agredida verbalmente","Trabajo para una empresa de nombre serviseg q presta sus servicios de seguridad a DHL en la sona de aduana del aeropuerto de Guadalajara, en el cual no tengo ningún tipo de libertad de expresión de genero y paso por situaciones de discriminación acoso y hostigamiento dentro y fuera de servisio constantemente de parte de mi jefe, q a cometido actos de humillacion y discriminación, desprecio homofóbicos y se dirige a mi persona como con asco y vergüenza.",2021-11-01,"12:49:00",2023-06-30 21:09:25,"Jalisco","El Salto","Privado","Empresa u oficina privada",20.5254573,-103.2961661,"No",,,"Reporte Amicus",,,,,,,,12524
"Testiga","Otra","Determinada","De 41 a 50 años","Hombre","Mujer trans","No reportada","Femenina","Familiar o cohabitante","Expulsión del hogar","La víctima fue expulsada de su casa","Mi madre qepd falleció el 12 de Enero2021. Mi hermano mayor al tercer día le venció la caja fuerte a mi madre de su cuarto, incluía joyas dinero papeles personales escrituras testamento y todo lo q pido. Después yo conseguí el testamento y me dejó a mi todo y a el de albacea temporal. Desde q se fue no me ha dejado entrar a mi casa, me quitó todo lo q tenía yo en ella, entran todos gente desconocida a todas horas, roban todo lo venden viajan y me humillan horrible viajan compran etc, con el dinero de mi madre q me corresponde nunca me han dado no 10 pesos y quiere ddesaserse de mi para vender la casa. Cabe señalar q yo padezco cáncer y VIH desde hace más de 10 años y es muy caro el medicamento no me dan nada ni me dejan ni asomarme ala casa",2021-12-31,"21:32:00",2023-06-30 21:11:17,"Jalisco","San Pedro Tlaquepaque","Privado","Casa propia o casa familiar",20.6106905,-103.2851073,"No",,,"Reporte AMICUS",,,,,,,,12527
"Testiga","Otra","Determinada","De 26 a 30 años","Mujer","Hombre trans","No reportada","Masculina","Patrona o fuente de ingreso privada","Verbal","La víctima fue agredida verbalmente","Un compañero de trabajo me ha amenazado 3 veces de golpearme, pues dice que lo veo feo y que no se va a detener nada más porque soy vieja, comenté a mis superiores la situación e hicieron cazo omiso diciéndome que era un problema de niños pequeños y que no tengo de que preocuparme.",2022-01-03,"10:05:00",2023-06-30 21:11:53,"Jalisco","Zapopan","Privado","Empresa u oficina privada",20.6719563,-103.416501,"No",,,"Reporte AMICUS",,,,,,,,12528
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Persona no identificada","Física","La víctima fue agredida físicamente","Al estar en el parque conviviendo con algunos amigos (una de ellas en su vestuario Drag) fuimos acosados por 4 chicos con el pretexto de querer fotografías con mis amigas, a lo cual nos negamos ya que la actitud de los chicos siempre fue burlesca, al ver la situación nos retiramos del lugar. Les pido a mis amigos que avancen para evitar el acoso hacia elmos. Los chavos nos siguen, yo les pido no hacerlo haciéndoles saber que no quieren tomarse fotografías con ellos. A lo que ellos dicen que no quieren fotografías con ellas sino conmigo, les digo que yo tampoco quiero tomarme fotos y les insisto en no seguirnos. Ellos nuevamente nos siguen diciendo que son libres de caminar por donde ellos quieran y además no nos están siguiendo, solo van al mismo lugar que nosotros, todo esto mientras se siguen riendo de la situación. Seguí caminando y ellos comienzan a empujarme por la espalda, llega un punto donde lo hacen de manera agresiva por lo que me detengo y les doy la cara, diciendo que quien de ellos me empujó y que lo hagan de frente, uno de ellos me empuja y me comienza a golpear en el rostro, lo cual me causa un herida sangrante en el párpado y fractura de tabique nasal, la agresión se detiene gracias a la intervención del de mi amigo así como de la gente de los alrededores causando la huida del agresor.",2023-06-16,"23:00:00",2023-06-30 21:12:43,"Jalisco","Lagos de Moreno","Público","Vía pública o parque público",21.354652265296,-101.93040223398,"Si","Autoridad gubernamental|Pareja, familia o amistades de la víctima",,,,,,,,,,12530
"Testiga","Otra","Determinada","De 18 a 25 años","Mujer","Hombre trans","No reportada","Un poco masculina","Compañera de escuela","Impedimento de expresión de género","Impedimento de expresión de género","Mi caso es que en la escuela que yo estoy estudiando la directora no me deja usar uniforme de chicos aunque mis profesores si, tengo el apoyo de ellos.",2022-03-03,"14:57:00",2023-06-30 21:13:57,"Estado de México","Cuautitlán Izcalli","Público","Escuela o Universidad pública",19.7041983,-99.1982123,"No",,,"Reporte AMICUS",,,,,,,,12532
"Testiga","Otra","Determinada","De 31 a 35 años","Hombre","Mujer trans","No reportada","Femenina","Patrona o fuente de ingreso privada","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en su acceso a baños de acuerdo a su identidad de género","Actualmente entré a trabajar a la empresa Panasonic el cuál es por 3 meses, antes de darte la planta los primeros días entraba al sanitario de las mujeres pues soy una chica trans, después me llevaron a recursos humanos para prohibirme la entrada alegando de que ahí hay hombres y mujeres y que debo de entrar a los baños de los hombres, me están obligando entrar al sanitario de los hombres, incluso comentaron que hay otras chicas que ellas saben que deben de entrar a esos baños, lo único que quiero es tener un trabajo estable que no se me discrimine por ser trans y que se respete mis derechos.",2022-01-26,"21:13:00",2023-06-30 21:14:54,"Nuevo León","Guadalupe","Privado","Empresa u oficina privada",25.6748291,-100.2155063,"No",,,"Reporte AMICUS",,,,,,,,12533
"Personal","Personal","Determinada","De 12 a 17 años","Mujer","Mujer cis","Heterosexual","Femenina","Compañera de escuela","Sexual","La víctima fue agredida sexualmente","Somos una familia lesbo maternal, yo venía sufriendo acoso sexual por parte de Luis Enrique, mis mamás fueron a hablar con el director varias veces pero no les hizo caso, el día 21 de abril a las 10 con 5 de la mañana me encontraba en el patio jugando básquetbol, mi acosador se acerca, yo voy por la pelota caminando, la recojo con ambas manos y él me impacta contra una puerta me desvió la nariz y me abrió la ceja, cuando me caigo él me patea y me dice ojalá te mueras perra machorra, en la escuela el doctor, el director y la prefecta dijeron que fue mi culpa porque las niñas que juegan con niños son machorras porque por eso nos matan, el director me amenazó y me amedrentó y me dijo que si yo decía que eso no era un accidente le iba a decir a toda la comunidad escolar que mis madres son lesbianas, por venir de una familia diversa no aplicaron el seguro escolar no le llamaron a una ambulancia me dejaron en la biblioteca sola, con la vista nublada con sangrado en la nariz y me retiraron dos veces los vendoletes lastimándome mi ceja y en todo momento me dijeron que fue mi culpa, ya mi acosador sexual y a mi abusador sexual porque aparte de que me avienta me aprieta un pecho y me mete la mano debajo de la falda, lo protegieron porque él viene de una familia tradicional para ellos.",2023-04-21,"10:05:00",2023-06-30 21:19:22,"Ciudad de México","Cuauhtémoc","Privado","Escuela o Universidad privada",19.4296025,-99.1545881,"Si","Instancia privada",1,,,,,,,,,12534
"Personal","Personal","Determinada","De 41 a 50 años","Mujer","Hombre trans","Gay","Muy masculina","Empleada de establecimiento comercial o profesionista","Verbal","La víctima fue agredida verbalmente","Fue grosera al saber que soy un hombre transexual y no resolver mi situación jurídica en la compra de unos terrenos. Demasiado arrogante.",2023-06-28,"17:00:00",2023-06-30 21:15:22,"Querétaro","Querétaro","Redes sociales o medios de comunicación","Teléfono",,,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12535
"Personal","Personal","Determinada","De 18 a 25 años","Mujer","Mujer cis","Bisexual","Muy femenina","Patrona o fuente de ingreso pública","Verbal","La víctima fue agredida verbalmente","Nos dijo que la familia debe ser compuesta solo de hombres y mujeres, que tu eliges tu orientación sexual, no existe la bisexualidad, que una violacion te hace homosexual, que las lesbianas tiene mas testosterona, y que los papás divorciados son detonantes para convertirte homosexual y que los homosexuales no nacen se hacen.",2023-06-06,"10:00:00",2023-06-30 21:16:15,"Hidalgo","Tolcayuca","Público","Escuela o Universidad pública",19.960103,-98.9217747,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12536
"Testiga","Otra","Determinada","De 18 a 25 años","Mujer","Hombre trans","No reportada","Masculina","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Hay una señora que no conozco que se la pasa llamándome de forma incorrecta, ya se le dijo muchas veces y ella insiste en llamarme de forma incorrecta, inventa cosas sobre mi y mi relación amorosa y tuvimos una discusión donde me dijo que era mujer, que no era un hombre,asiendo yo un chico trans.",2022-05-08,"09:48:00",2023-06-30 21:17:00,"Jalisco","Tlaquepaque","Público","Vía pública o parque público",20.6243088,-103.3212248,"No",,,"Reporte AMICUS",,,,,,,,12538
